ODDS1,ODDS2,ODDS3,win,place,placeodd,rank,Band,PChange,,,,,,,%
58,30,45,56,78,8.7,9,0,50%,,,,,,,
84,99,99,9,14,49,10,0,0%,,,,,,,
81,99,99,17,28,24,11,0,0%,,,,,,,
17,13,11,221,197,3.5,12,0,-15%,,,,,,,
72,99,99,12,16,41,13,0,0%,,,,,,,
23,21,30,84,91,7.5,14,0,43%,,,,,,,
16,13,11,196,194,3.1,1,1,-15%,,,,,,,
3.6,2.8,3.1,699,388,1.5,2,1,11%,,,,,,,
5,4,4.3,501,387,1.5,3,1,8%,,,,,,,
7.9,16,20,107,122,5,4,0,25%,,,,,,,
11,9.5,6.5,337,249,2.4,5,0,-32%,,,,,,,
26,20,11,195,191,3.2,6,0,-45%,,,,,,,
8.5,12,17,123,143,4.2,7,0,42%,,,,,,,
10,10,14,148,159,3.8,8,0,40%,,,,,,,
15,19,12,176,183,3.3,9,0,-37%,,,,,,,
43,44,50,43,50,12,10,0,14%,,,,,,,
99,99,99,7,10,58,11,0,0%,,,,,,,
21,22,28,76,88,6.8,12,0,27%,,,,,,,
79,99,99,10,11,50,13,0,0%,,,,,,,
22,64,82,26,28,21,14,0,28%,,,,,,,
13,15,21,112,130,4.8,1,1,40%,,,,,,,
2.2,2.5,2.3,1057,505,1.2,2,1,-8%,,,,,,,
17,16,13,187,192,3.3,3,1,-19%,,,,,,,
12,5.9,8.7,280,253,2.5,4,0,47%,,,,,,,
6.8,7,5,489,399,1.6,5,0,-29%,,,,,,,
5.4,5.2,5.1,482,384,1.6,6,0,-2%,,,,,,,
24,30,25,97,93,6.7,7,0,-17%,,,,,,,
26,36,44,55,67,9.4,8,0,22%,,,,,,,
18,22,35,68,83,7.6,9,0,59%,,,,,,,
21,19,25,96,124,5,10,0,32%,,,,,,,
65,66,99,24,29,21,11,0,50%,,,,,,,
71,65,90,27,34,18,12,0,38%,,,,,,,
9.7,13,7.3,307,198,3.1,1,1,-44%,,,,,,,
5.2,4,3.7,597,443,1.4,2,1,-8%,,,,,,,
8,8.2,7.2,309,250,2.4,3,1,-12%,,,,,,,
9.4,7.6,9.7,231,193,3.2,4,0,28%,,,,,,,
58,85,89,25,29,20,5,0,5%,,,,,,,
8.6,10,11,202,186,3.3,6,0,10%,,,,,,,
6.9,6.9,6.8,327,233,2.6,7,0,-1%,,,,,,,
22,20,30,74,69,8.8,8,0,50%,,,,,,,
56,71,77,28,34,17,9,0,8%,,,,,,,
8.6,8.8,9,250,199,3,10,0,2%,,,,,,,
50,99,99,12,16,36,11,0,0%,,,,,,,
14,14,16,133,156,3.9,12,0,14%,,,,,,,
9.7,12,15,148,144,4.2,13,0,25%,,,,,,,
27,19,29,77,74,8.2,14,0,53%,,,,,,,
12,19,10,219,208,2.8,1,1,-47%,,,,,,,
10,10,12,188,181,3.2,2,1,20%,,,,,,,
14,28,37,60,73,8,3,1,32%,,,,,,,
10,7.8,4,559,369,1.6,4,0,-49%,,,,,,,
6.6,5.9,6.5,348,266,2.2,5,0,10%,,,,,,,
29,21,27,83,106,5.6,6,0,29%,,,,,,,
3.8,3.3,3.3,684,391,1.5,7,0,0%,,,,,,,
59,99,99,11,13,43,8,0,0%,,,,,,,
4,4.3,6,380,305,1.9,9,0,40%,,,,,,,
9.8,8.2,12,188,197,3,10,0,46%,,,,,,,
87,99,99,8,11,52,11,0,0%,,,,,,,
80,99,99,6,7,75,12,0,0%,,,,,,,
32,72,99,19,25,23,13,0,38%,,,,,,,
0,0,0,0,0,0,?h?X,0,#DIV/0!,,,,,,,
8.8,9.2,11,181,188,2.4,1,1,20%,,,,,,,
9.8,7.9,4.5,455,335,1.3,2,1,-43%,,,,,,,
3,2.7,3.4,591,254,1.8,3,1,26%,,,,,,,
4,3.6,3.1,660,310,1.4,4,0,-14%,,,,,,,
8.2,10,15,130,138,3.3,5,0,50%,,,,,,,
8,9.9,10,189,173,2.6,6,0,1%,,,,,,,
11,13,13,146,131,3.5,7,0,0%,,,,,,,
19,22,20,98,109,4.1,8,0,-9%,,,,,,,
40,73,99,19,22,20,9,0,36%,,,,,,,
15,10,9.6,295,230,3.1,1,1,-4%,,,,,,,
12,9.8,9.3,306,274,2.6,2,1,-5%,,,,,,,
8,6.8,5.8,485,344,2,3,1,-15%,,,,,,,
7.9,6.9,6.5,440,361,1.9,4,0,-6%,,,,,,,
4.6,5.9,7.4,382,294,2.4,5,0,25%,,,,,,,
3.5,2.9,2.8,993,514,1.4,6,0,-3%,,,,,,,
59,99,99,11,14,48,7,0,0%,,,,,,,
32,68,99,25,37,19,8,0,46%,,,,,,,
23,34,47,60,68,10,9,0,38%,,,,,,,
19,26,35,79,106,6.6,10,0,35%,,,,,,,
14,16,11,255,209,3.4,11,0,-31%,,,,,,,
29,27,44,64,73,9.7,12,0,63%,,,,,,,
42,99,99,14,21,33,13,0,0%,,,,,,,
22,43,70,40,41,17,14,0,63%,,,,,,,
6.3,4.1,3.4,806,566,1.4,1,1,-17%,,,,,,,
10,6.5,5.2,531,470,1.7,2,1,-20%,,,,,,,
4.4,5.1,5.8,479,396,2,3,1,14%,,,,,,,
37,65,84,32,49,16,4,0,29%,,,,,,,
8.8,7.1,6.1,456,411,2,5,0,-14%,,,,,,,
4.6,5.9,5.6,501,425,1.9,6,0,-5%,,,,,,,
17,20,25,111,126,6.5,7,0,25%,,,,,,,
9.4,10,15,184,205,4,8,0,50%,,,,,,,
23,23,33,83,94,8.6,9,0,43%,,,,,,,
14,24,34,80,90,9,10,0,42%,,,,,,,
23,40,64,43,51,15,11,0,60%,,,,,,,
19,23,33,82,82,9.8,12,0,43%,,,,,,,
6,8.1,12,256,188,4.7,1,1,48%,,,,,,,
14,22,25,127,175,5.1,2,1,14%,,,,,,,
6.1,6.5,8.8,372,352,2.5,3,1,35%,,,,,,,
15,15,13,246,263,3.4,4,0,-13%,,,,,,,
4.8,3.8,3.5,927,602,1.5,5,0,-8%,,,,,,,
15,14,15,211,189,4.7,6,0,7%,,,,,,,
29,31,40,80,97,9.2,7,0,29%,,,,,,,
18,24,32,101,116,7.7,8,0,33%,,,,,,,
29,30,34,94,99,9,9,0,13%,,,,,,,
12,10,13,240,217,4.1,10,0,30%,,,,,,,
52,99,99,16,22,40,11,0,0%,,,,,,,
8,5.5,3.6,909,609,1.5,12,0,-35%,,,,,,,
28,61,94,34,37,23,13,0,54%,,,,,,,
10,11,9.3,349,303,2.9,14,0,-15%,,,,,,,
5,6.3,7.5,196,172,1.9,1,1,19%,,,,,,,
4.3,3.1,3.7,393,199,1.7,2,1,19%,,,,,,,
15,11,16,90,81,4.1,3,1,45%,,,,,,,
3.4,3.8,3.4,430,243,1.4,4,0,-11%,,,,,,,
10,12,5.9,247,201,1.7,5,0,-51%,,,,,,,
8.8,9.7,11,133,113,3,6,0,13%,,,,,,,
4.9,4.9,4.9,297,221,1.5,7,0,0%,,,,,,,
8.4,5.1,4.3,514,374,1.6,1,1,-16%,,,,,,,
2.8,3.1,3.2,681,414,1.4,2,1,3%,,,,,,,
6.4,5.5,6,368,322,1.8,3,1,9%,,,,,,,
19,27,33,67,70,8.5,4,0,22%,,,,,,,
11,13,19,112,106,5.6,5,0,46%,,,,,,,
19,18,25,87,128,4.6,6,0,39%,,,,,,,
21,25,24,92,97,6.1,7,0,-4%,,,,,,,
21,25,19,115,131,4.5,8,0,-24%,,,,,,,
40,84,99,17,21,28,9,0,18%,,,,,,,
46,45,54,41,48,12,10,0,20%,,,,,,,
4.6,4.5,3.9,574,432,1.4,11,0,-13%,,,,,,,
46,49,71,31,35,16,12,0,45%,,,,,,,
4.7,6.4,5.5,406,320,1.8,1,1,-14%,,,,,,,
8.2,9.3,13,173,170,3.5,2,1,40%,,,,,,,
8.2,4.7,3.4,650,432,1.4,3,1,-28%,,,,,,,
9.2,8.6,11,196,201,3,4,0,28%,,,,,,,
13,18,16,134,145,4.1,5,0,-11%,,,,,,,
44,86,72,31,39,15,6,0,-16%,,,,,,,
21,45,50,44,53,11,7,0,11%,,,,,,,
4,3,3.3,682,401,1.5,8,0,10%,,,,,,,
10,13,19,115,125,4.8,9,0,46%,,,,,,,
10,11,9.6,235,218,2.7,10,0,-13%,,,,,,,
32,89,99,15,18,32,11,0,11%,,,,,,,
25,42,43,52,59,10,12,0,2%,,,,,,,
6.8,6.6,6.3,362,268,2.4,1,1,-5%,,,,,,,
7.7,12,13,169,183,3.4,2,1,8%,,,,,,,
8.6,7.6,9.4,242,241,2.6,3,1,24%,,,,,,,
3.4,2.9,2.9,790,452,1.4,4,0,0%,,,,,,,
14,10,8.9,257,288,2.2,5,0,-11%,,,,,,,
8.2,4.7,5.1,446,320,2,6,0,9%,,,,,,,
23,32,21,104,117,5.4,7,0,-34%,,,,,,,
17,35,22,100,111,5.7,8,0,-37%,,,,,,,
31,36,52,43,54,11,9,0,44%,,,,,,,
13,21,18,123,114,5.6,10,0,-14%,,,,,,,
12,24,23,98,130,4.9,11,0,-4%,,,,,,,
21,51,72,31,38,16,12,0,41%,,,,,,,
0,0,0,0,0,0,?h?X,0,#DIV/0!,,,,,,,
3.7,3.8,3.5,755,442,1.5,1,1,-8%,,,,,,,
5.2,3.9,3.5,757,467,1.4,2,1,-10%,,,,,,,
10,14,17,153,149,4.4,3,1,21%,,,,,,,
15,13,15,171,169,3.9,4,0,15%,,,,,,,
8.6,8,6.4,413,298,2.2,5,0,-20%,,,,,,,
21,23,19,138,130,5,6,0,-17%,,,,,,,
19,34,45,58,73,8.9,7,0,32%,,,,,,,
6,5.1,6.2,432,298,2.2,8,0,22%,,,,,,,
9.2,9.4,10,266,246,2.7,9,0,6%,,,,,,,
43,89,99,19,27,23,10,0,11%,,,,,,,
23,36,50,53,65,10,11,0,39%,,,,,,,
35,88,99,21,25,26,12,0,13%,,,,,,,
7,5.7,5.2,561,419,1.5,1,1,-9%,,,,,,,
8.5,6.8,7.4,397,350,1.8,2,1,9%,,,,,,,
15,19,15,184,179,3.5,3,1,-21%,,,,,,,
2.1,2.3,1.8,1573,522,1.2,4,0,-22%,,,,,,,
38,57,66,44,52,12,5,0,16%,,,,,,,
54,99,99,14,22,27,6,0,0%,,,,,,,
14,15,19,152,159,3.9,7,0,27%,,,,,,,
25,61,69,42,56,11,8,0,13%,,,,,,,
14,17,23,123,139,4.5,9,0,35%,,,,,,,
51,99,99,14,23,27,10,0,0%,,,,,,,
27,32,53,54,63,9.9,11,0,66%,,,,,,,
7.9,4.9,7.4,395,296,2.1,12,0,51%,,,,,,,
11,8,9.1,288,260,2.4,1,1,14%,,,,,,,
12,11,6.4,406,231,2.7,2,1,-42%,,,,,,,
4.5,3.4,4.2,615,387,1.6,3,1,24%,,,,,,,
7.6,14,13,197,201,3.1,4,0,-7%,,,,,,,
16,27,32,80,108,5.8,5,0,19%,,,,,,,
5.6,5.2,3.9,662,357,1.7,6,0,-25%,,,,,,,
34,95,99,15,19,31,7,0,4%,,,,,,,
6.4,4.9,4.4,589,390,1.6,8,0,-10%,,,,,,,
21,49,64,40,47,13,9,0,31%,,,,,,,
29,99,99,11,14,43,10,0,0%,,,,,,,
6.8,6.9,11,228,231,2.7,11,0,59%,,,,,,,
26,58,79,33,37,16,12,0,36%,,,,,,,
15,24,21,130,144,5.4,1,1,-13%,,,,,,,
5.4,5.4,6,468,411,1.9,2,1,11%,,,,,,,
21,27,28,98,104,7.5,3,1,4%,,,,,,,
4.7,5.5,7.3,382,327,2.4,4,0,33%,,,,,,,
11,7.5,9.6,291,257,3,5,0,28%,,,,,,,
4,4.2,3.2,871,549,1.4,6,0,-24%,,,,,,,
18,19,10,259,264,2.9,7,0,-47%,,,,,,,
9,4.9,5.1,543,402,1.9,8,0,4%,,,,,,,
30,95,99,21,26,29,9,0,4%,,,,,,,
14,11,14,195,180,4.3,10,0,27%,,,,,,,
24,73,99,28,34,22,11,0,36%,,,,,,,
17,29,23,118,144,5.4,12,0,-21%,,,,,,,
5.6,4.5,4.1,884,579,1.3,1,1,-9%,,,,,,,
9.5,8.6,12,281,312,2.5,2,1,40%,,,,,,,
20,17,11,313,279,2.8,3,1,-35%,,,,,,,
19,24,33,108,156,4.9,4,0,38%,,,,,,,
2.4,2.2,1.9,1905,635,1.2,5,0,-14%,,,,,,,
27,42,70,51,65,11,6,0,67%,,,,,,,
14,18,27,131,148,5.2,7,0,50%,,,,,,,
26,45,63,57,80,9.7,8,0,40%,,,,,,,
17,43,67,54,69,11,9,0,56%,,,,,,,
18,23,35,102,116,6.7,10,0,52%,,,,,,,
12,28,39,93,113,6.8,11,0,39%,,,,,,,
13,8,8.4,435,274,2.8,12,0,5%,,,,,,,
7.6,6,8.2,261,284,2.1,1,1,37%,,,,,,,
2.8,2.4,2.2,979,478,1.2,2,1,-8%,,,,,,,
8.3,10,13,163,186,3.2,3,1,30%,,,,,,,
9.8,8.1,8.6,250,260,2.3,4,0,6%,,,,,,,
11,16,23,93,117,5.1,5,0,44%,,,,,,,
13,10,5.5,390,333,1.8,6,0,-45%,,,,,,,
37,30,37,57,72,8.3,7,0,23%,,,,,,,
5.3,7.5,7.4,290,273,2.2,8,0,-1%,,,,,,,
67,99,99,12,18,32,9,0,0%,,,,,,,
43,70,99,20,28,20,10,0,41%,,,,,,,
89,99,99,12,22,27,11,0,0%,,,,,,,
66,99,99,15,25,23,12,0,0%,,,,,,,
23,27,41,51,63,9.4,13,0,52%,,,,,,,
89,99,99,10,15,38,14,0,0%,,,,,,,
7.1,5.5,4.5,527,345,1.5,1,1,-18%,,,,,,,
40,68,99,22,28,19,2,1,46%,,,,,,,
10,11,8,296,274,1.9,3,1,-27%,,,,,,,
5.7,5.4,7.3,324,263,2,4,0,35%,,,,,,,
10,9,13,170,152,3.5,5,0,44%,,,,,,,
22,18,12,194,169,3.2,6,0,-33%,,,,,,,
41,33,40,58,71,7.5,7,0,21%,,,,,,,
50,99,99,12,16,32,8,0,0%,,,,,,,
19,52,52,45,58,9.2,9,0,0%,,,,,,,
2.9,2.2,2.1,1091,419,1.3,10,0,-5%,,,,,,,
9.6,36,60,39,45,11,11,0,67%,,,,,,,
13,31,30,78,96,5.6,12,0,-3%,,,,,,,
99,99,99,5,8,62,13,0,0%,,,,,,,
93,99,99,9,11,48,14,0,0%,,,,,,,
2.8,2.5,2.4,642,217,1.3,1,1,-4%,,,,,,,
13,13,11,131,117,2.5,2,1,-15%,,,,,,,
9,8.2,6.9,225,158,1.8,3,1,-16%,,,,,,,
14,24,27,56,55,5.4,4,0,13%,,,,,,,
4.4,3.2,3.7,422,218,1.3,5,0,16%,,,,,,,
5.7,4.8,4.8,321,215,1.4,6,0,0%,,,,,,,
5.1,14,16,97,99,3,7,0,14%,,,,,,,
11,6.6,8.6,262,230,2.8,1,1,30%,,,,,,,
3.4,3,2.7,818,465,1.3,2,1,-10%,,,,,,,
6.4,9.4,9.2,245,216,2.9,3,1,-2%,,,,,,,
9,15,10,215,219,2.9,4,0,-33%,,,,,,,
8,6.9,6.7,337,326,1.9,5,0,-3%,,,,,,,
74,99,99,12,18,34,6,0,0%,,,,,,,
38,63,72,31,41,15,7,0,14%,,,,,,,
17,25,27,81,102,6.2,8,0,8%,,,,,,,
7.8,5.2,5.8,391,326,1.9,9,0,12%,,,,,,,
12,16,18,123,132,4.8,10,0,13%,,,,,,,
49,99,99,19,29,21,11,0,0%,,,,,,,
66,99,99,15,21,29,12,0,0%,,,,,,,
12,13,12,181,174,3.6,13,0,-8%,,,,,,,
46,99,99,12,17,37,14,0,0%,,,,,,,
2.8,3.5,3.7,799,512,1.5,1,1,6%,,,,,,,
9.2,7.5,5.1,568,474,1.6,2,1,-32%,,,,,,,
5.8,4.2,4.1,709,465,1.6,3,1,-2%,,,,,,,
6.1,4.7,5.8,507,366,2.1,4,0,23%,,,,,,,
14,7.6,6.7,437,337,2.3,5,0,-12%,,,,,,,
18,18,26,111,131,5.9,6,0,44%,,,,,,,
27,29,29,100,119,6.5,7,0,0%,,,,,,,
79,99,99,8,11,67,8,0,0%,,,,,,,
14,25,37,78,94,8.2,9,0,48%,,,,,,,
24,40,26,111,155,5,10,0,-35%,,,,,,,
36,60,94,31,39,19,11,0,57%,,,,,,,
29,99,99,13,17,44,12,0,0%,,,,,,,
16,27,37,77,91,8.5,13,0,37%,,,,,,,
99,99,99,6,10,72,14,0,0%,,,,,,,
6.2,6.1,4.5,679,482,1.6,1,1,-26%,,,,,,,
30,80,99,28,37,20,2,1,24%,,,,,,,
5.2,4.4,3.5,875,493,1.6,3,1,-20%,,,,,,,
7.8,8.5,12,249,217,3.5,4,0,41%,,,,,,,
6.9,5.5,7.4,413,364,2.1,5,0,35%,,,,,,,
97,99,99,10,15,50,6,0,0%,,,,,,,
5.8,3.9,5.1,600,427,1.8,7,0,31%,,,,,,,
9,16,14,217,201,3.8,8,0,-13%,,,,,,,
19,48,60,50,63,12,9,0,25%,,,,,,,
32,34,48,63,82,9.4,10,0,41%,,,,,,,
38,85,99,23,26,29,11,0,16%,,,,,,,
34,80,96,31,45,16,12,0,20%,,,,,,,
10,10,6.8,449,342,2.2,13,0,-32%,,,,,,,
38,74,99,26,26,29,14,0,34%,,,,,,,
1.4,1.2,1.4,1248,439,1,1,1,17%,,,,,,,
11,14,13,137,195,2.4,2,1,-7%,,,,,,,
9.5,7.6,5.8,316,313,1.5,3,1,-24%,,,,,,,
27,28,48,37,103,4.5,4,0,71%,,,,,,,
12,15,5.9,308,287,1.6,5,0,-61%,,,,,,,
27,31,21,87,162,2.9,6,0,-32%,,,,,,,
27,38,65,28,91,5.1,7,0,71%,,,,,,,
42,74,53,34,58,8,8,0,-28%,,,,,,,
28,73,99,14,32,14,9,0,36%,,,,,,,
49,97,99,10,24,19,10,0,2%,,,,,,,
2.2,1.9,1.8,1630,646,1.1,1,1,-5%,,,,,,,
22,14,9.8,310,270,2.7,2,1,-30%,,,,,,,
5.3,7.5,6.1,499,426,1.7,3,1,-19%,,,,,,,
19,11,10,300,286,2.6,4,0,-9%,,,,,,,
7.3,6,7.7,397,405,1.8,5,0,28%,,,,,,,
26,46,59,51,68,10,6,0,28%,,,,,,,
27,54,79,38,57,12,7,0,46%,,,,,,,
28,59,72,42,47,15,8,0,22%,,,,,,,
27,41,34,89,126,5.9,9,0,-17%,,,,,,,
17,34,42,71,91,8.1,10,0,24%,,,,,,,
37,79,99,26,34,21,11,0,25%,,,,,,,
11,9.3,13,224,220,3.3,12,0,40%,,,,,,,
66,99,99,6,8,84,13,0,0%,,,,,,,
74,99,99,6,10,69,14,0,0%,,,,,,,
3.6,2.4,3,1026,542,1.4,1,1,25%,,,,,,,
7.5,5.2,6,516,467,1.6,2,1,15%,,,,,,,
14,29,13,227,199,3.9,3,1,-55%,,,,,,,
9.4,7.1,6.8,453,281,2.7,4,0,-4%,,,,,,,
10,6,4.8,640,457,1.7,5,0,-20%,,,,,,,
10,18,12,250,258,3,6,0,-33%,,,,,,,
13,27,19,160,141,5.5,7,0,-30%,,,,,,,
15,34,47,64,96,8.1,8,0,38%,,,,,,,
7.5,9.5,9.3,333,285,2.7,9,0,-2%,,,,,,,
37,99,99,15,21,35,10,0,0%,,,,,,,
16,76,99,27,33,23,11,0,30%,,,,,,,
45,99,99,8,14,54,12,0,0%,,,,,,,
30,99,99,15,23,32,13,0,0%,,,,,,,
52,99,99,8,13,59,14,0,0%,,,,,,,
4.5,4.3,3.5,825,564,1.1,1,1,-19%,,,,,,,
15,21,21,135,183,3.4,2,1,0%,,,,,,,
1.9,1.4,1.5,1907,531,1.1,3,1,7%,,,,,,,
42,76,69,42,72,8.5,4,0,-9%,,,,,,,
34,96,99,26,41,14,5,0,3%,,,,,,,
40,99,99,26,56,11,6,0,0%,,,,,,,
14,17,15,190,196,3.1,7,0,-12%,,,,,,,
22,25,27,107,161,3.8,8,0,8%,,,,,,,
32,99,99,23,38,16,9,0,0%,,,,,,,
33,31,28,102,166,3.7,10,0,-10%,,,,,,,
39,99,99,13,23,26,11,0,0%,,,,,,,
15,26,34,84,133,4.6,12,0,31%,,,,,,,
25,89,67,43,70,8.8,13,0,-25%,,,,,,,
59,99,99,12,19,32,14,0,0%,,,,,,,
24,23,22,65,92,4.8,1,1,-4%,,,,,,,
14,23,22,66,87,5.1,2,1,-4%,,,,,,,
3.8,4.1,4.2,351,254,1.7,3,1,2%,,,,,,,
6.4,5.6,6.6,224,232,1.9,4,0,18%,,,,,,,
5.6,2.5,2.4,605,361,1.2,5,0,-4%,,,,,,,
31,31,31,47,64,6.9,6,0,0%,,,,,,,
13,8.2,8.8,167,218,2,7,0,7%,,,,,,,
3.2,10,9.3,157,177,2.5,8,0,-7%,,,,,,,
30,19,16,89,115,3.8,9,0,-16%,,,,,,,
21,72,94,15,19,22,10,0,31%,,,,,,,
5.1,2.1,2.2,815,427,1.2,1,1,5%,,,,,,,
4.2,6.8,4.3,417,294,1.7,2,1,-37%,,,,,,,
5,15,9.7,186,212,2.3,3,1,-35%,,,,,,,
13,19,32,56,66,7.6,4,0,68%,,,,,,,
36,28,49,36,47,10,5,0,75%,,,,,,,
22,16,12,149,174,2.9,6,0,-25%,,,,,,,
5.2,9.6,13,135,154,3.2,7,0,35%,,,,,,,
8.2,8.7,9.5,190,210,2.4,8,0,9%,,,,,,,
8.6,5.9,8.3,217,250,2,9,0,41%,,,,,,,
5.9,4.5,5.1,383,328,1.8,1,1,13%,,,,,,,
8,9.5,6,327,265,2.2,2,1,-37%,,,,,,,
4.4,4.8,5.6,354,251,2.3,3,1,17%,,,,,,,
33,12,9.5,208,155,3.8,4,0,-21%,,,,,,,
11,8.3,9.1,218,239,2.4,5,0,10%,,,,,,,
6,5.9,4.7,423,337,1.7,6,0,-20%,,,,,,,
99,99,99,12,19,30,7,0,0%,,,,,,,
7,10,12,162,191,3.1,8,0,20%,,,,,,,
99,99,99,9,10,56,9,0,0%,,,,,,,
50,33,44,44,59,10,10,0,33%,,,,,,,
27,23,31,62,82,7.2,11,0,35%,,,,,,,
17,10,12,156,162,3.6,12,0,20%,,,,,,,
13,57,98,20,26,22,13,0,72%,,,,,,,
16,85,99,18,21,26,14,0,16%,,,,,,,
3.8,3.8,3.3,531,322,1.4,1,1,-13%,,,,,,,
13,8.9,8.6,203,179,2.6,2,1,-3%,,,,,,,
6.6,13,11,156,171,2.7,3,1,-15%,,,,,,,
2.8,2,2.5,697,399,1.1,4,0,25%,,,,,,,
26,26,16,105,105,4.4,5,0,-38%,,,,,,,
26,29,29,60,73,6.3,6,0,0%,,,,,,,
72,81,85,20,26,17,7,0,5%,,,,,,,
7.5,13,20,86,88,5.2,8,0,54%,,,,,,,
80,99,99,5,9,51,9,0,0%,,,,,,,
21,25,14,122,124,3.7,10,0,-44%,,,,,,,
22,33,31,55,60,7.6,11,0,-6%,,,,,,,
46,47,27,64,96,4.8,12,0,-43%,,,,,,,
99,99,99,5,7,58,13,0,0%,,,,,,,
76,89,99,13,17,26,14,0,11%,,,,,,,
12,6.1,5.2,460,366,1.7,1,1,-15%,,,,,,,
1.9,2.4,2.8,864,478,1.3,2,1,17%,,,,,,,
5.6,4.4,3.4,710,445,1.4,3,1,-23%,,,,,,,
63,90,99,17,29,21,4,0,10%,,,,,,,
10,9.8,10,228,259,2.4,5,0,2%,,,,,,,
16,10,12,194,206,3.1,6,0,20%,,,,,,,
99,99,99,8,11,58,7,0,0%,,,,,,,
42,37,41,58,92,6.9,8,0,11%,,,,,,,
18,15,12,192,195,3.3,9,0,-20%,,,,,,,
51,46,49,48,63,10,10,0,7%,,,,,,,
14,29,39,61,85,7.5,11,0,34%,,,,,,,
27,34,44,54,66,9.7,12,0,29%,,,,,,,
39,99,99,7,9,64,13,0,0%,,,,,,,
64,89,99,17,23,27,14,0,11%,,,,,,,
12,7.8,6.6,326,229,2.3,1,1,-15%,,,,,,,
5,2.5,3.3,653,364,1.4,2,1,32%,,,,,,,
5.2,8.7,6.1,353,224,2.3,3,1,-30%,,,,,,,
17,20,29,73,93,5.6,4,0,45%,,,,,,,
7.5,7.1,6.1,355,240,2.2,5,0,-14%,,,,,,,
2.8,4.7,4.4,492,337,1.5,6,0,-6%,,,,,,,
18,32,26,80,78,6.7,7,0,-19%,,,,,,,
24,18,16,132,148,3.5,8,0,-11%,,,,,,,
48,65,83,26,38,13,9,0,28%,,,,,,,
52,42,66,32,36,14,10,0,57%,,,,,,,
41,55,73,29,37,14,11,0,33%,,,,,,,
26,27,27,79,89,5.8,12,0,0%,,,,,,,
35,99,99,14,19,32,1,1,0%,,,,,,,
40,39,53,47,54,11,2,1,36%,,,,,,,
2.6,2.8,2.9,865,420,1.5,3,1,4%,,,,,,,
4.8,4.1,3,829,490,1.3,4,0,-27%,,,,,,,
41,99,99,13,19,31,5,0,0%,,,,,,,
8.6,10,12,212,207,3,6,0,20%,,,,,,,
23,21,26,94,111,5.7,7,0,24%,,,,,,,
99,99,99,13,18,34,8,0,0%,,,,,,,
23,19,13,192,237,2.7,9,0,-32%,,,,,,,
40,45,65,38,65,9.7,10,0,44%,,,,,,,
33,50,69,36,48,13,11,0,38%,,,,,,,
5.7,4.7,5.3,481,362,1.7,12,0,13%,,,,,,,
32,71,65,38,45,14,13,0,-8%,,,,,,,
12,9.5,12,209,208,3,14,0,26%,,,,,,,
1.9,2.1,2.5,1166,566,1.3,1,1,19%,,,,,,,
13,10,7.5,393,326,2.3,2,1,-25%,,,,,,,
19,20,12,229,229,3.3,3,1,-40%,,,,,,,
30,22,29,98,106,7.1,4,0,32%,,,,,,,
11,9,8.8,333,280,2.7,5,0,-2%,,,,,,,
85,64,99,29,36,20,6,0,55%,,,,,,,
6.6,10,11,266,274,2.7,7,0,10%,,,,,,,
6.9,5.8,4.4,662,471,1.6,8,0,-24%,,,,,,,
61,41,55,53,67,11,9,0,34%,,,,,,,
99,99,99,18,24,31,10,0,0%,,,,,,,
12,10,12,231,250,3,11,0,20%,,,,,,,
99,99,99,22,41,18,12,0,0%,,,,,,,
99,59,89,33,34,22,13,0,51%,,,,,,,
80,72,98,29,35,21,14,0,36%,,,,,,,
4,2.7,3.2,967,496,1.5,1,1,19%,,,,,,,
6,3.5,3.4,913,603,1.2,2,1,-3%,,,,,,,
5.9,11,4.6,666,491,1.5,3,1,-58%,,,,,,,
8.4,8.7,9.3,332,293,2.6,4,0,7%,,,,,,,
9.8,19,24,124,149,5.1,5,0,26%,,,,,,,
30,37,56,55,50,15,6,0,51%,,,,,,,
19,20,24,128,139,5.5,7,0,20%,,,,,,,
8.6,8.7,10,295,270,2.8,8,0,15%,,,,,,,
25,47,57,54,63,12,9,0,21%,,,,,,,
45,99,99,24,31,24,10,0,0%,,,,,,,
66,99,99,17,19,38,11,0,0%,,,,,,,
10,18,24,127,130,5.9,12,0,33%,,,,,,,
57,45,85,36,31,24,13,0,89%,,,,,,,
66,99,99,14,19,38,14,0,0%,,,,,,,
7.6,6.4,7.6,368,308,2.6,1,1,19%,,,,,,,
4.5,2.9,3.2,880,520,1.5,2,1,10%,,,,,,,
9.6,10,8.5,330,302,2.6,3,1,-15%,,,,,,,
7.6,6.7,6,467,355,2.2,4,0,-10%,,,,,,,
11,12,15,185,177,4.5,5,0,25%,,,,,,,
8.8,9.7,11,247,246,3.2,6,0,13%,,,,,,,
18,29,20,137,147,5.4,7,0,-31%,,,,,,,
10,31,39,71,83,9.6,8,0,26%,,,,,,,
33,27,41,68,83,9.6,9,0,52%,,,,,,,
47,53,42,65,86,9.2,10,0,-21%,,,,,,,
15,14,9.4,299,279,2.8,11,0,-33%,,,,,,,
22,30,28,100,117,6.8,12,0,-7%,,,,,,,
23,30,25,110,107,7.4,13,0,-17%,,,,,,,
15,26,37,74,84,9.4,14,0,42%,,,,,,,
7.2,4.6,4.7,403,305,1.5,1,1,2%,,,,,,,
